time,protocol,source,destination,hostname,length,info,service
2025-06-15 20:01:46,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,77,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:46,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,142.250.64.206,192.168.4.174,,1292,Port: 443 -> 61710,
2025-06-15 20:01:47,udp,142.250.64.206,192.168.4.174,,1292,Port: 443 -> 61710,
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,142.250.64.206,192.168.4.174,,1292,Port: 443 -> 61710,
2025-06-15 20:01:47,udp,142.250.64.206,192.168.4.174,,1292,Port: 443 -> 61710,
2025-06-15 20:01:47,udp,142.250.64.206,192.168.4.174,,1292,Port: 443 -> 61710,
2025-06-15 20:01:47,udp,142.250.64.206,192.168.4.174,,1292,Port: 443 -> 61710,
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,udp,142.250.64.206,192.168.4.174,,413,Port: 443 -> 61710,
2025-06-15 20:01:47,udp,192.168.4.174,142.250.64.206,mia07s56-in-f14.1e100.net,73,Port: 61710 -> 443,Web Browsing
2025-06-15 20:01:47,tcp,192.168.4.174,17.248.201.73,,299,Port: 56881 -> 443,
2025-06-15 20:01:47,tcp,192.168.4.174,17.248.201.73,,66,Port: 56879 -> 443,
2025-06-15 20:01:47,tcp,192.168.4.174,17.248.201.73,,66,Port: 56879 -> 443,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56893,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,66,Port: 56892 -> 443,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,97,Port: 56892 -> 443,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,66,Port: 56892 -> 443,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56892,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56892,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,66,Port: 56892 -> 443,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56892,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,445,Port: 56893 -> 443,
2025-06-15 20:01:48,tcp,192.168.4.174,52.14.255.202,ec2-52-14-255-202.us-east-2.compute.amazonaws.com,134,Port: 56843 -> 443,Web Browsing
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56893,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,78,Port: 56894 -> 443,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,78,Port: 443 -> 56893,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,74,Port: 443 -> 56894,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,66,Port: 56894 -> 443,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,583,Port: 56894 -> 443,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56893,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,435,Port: 443 -> 56893,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,66,Port: 56893 -> 443,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,97,Port: 56893 -> 443,
2025-06-15 20:01:48,tcp,192.168.4.174,17.248.201.73,,66,Port: 56893 -> 443,
2025-06-15 20:01:48,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56894,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56894,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56894,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,1266,Port: 443 -> 56894,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,1175,Port: 443 -> 56894,
2025-06-15 20:01:49,tcp,52.14.255.202,192.168.4.174,,66,Port: 443 -> 56843,
2025-06-15 20:01:49,tcp,52.14.255.202,192.168.4.174,,176,Port: 443 -> 56843,
2025-06-15 20:01:49,tcp,192.168.4.174,52.14.255.202,ec2-52-14-255-202.us-east-2.compute.amazonaws.com,66,Port: 56843 -> 443,Web Browsing
2025-06-15 20:01:49,tcp,192.168.4.174,17.248.201.73,,66,Port: 56894 -> 443,
2025-06-15 20:01:49,tcp,192.168.4.174,17.248.201.73,,78,Port: 56895 -> 443,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56893,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56893,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56893,
2025-06-15 20:01:49,tcp,192.168.4.174,17.248.201.73,,159,Port: 56894 -> 443,
2025-06-15 20:01:49,tcp,192.168.4.174,17.248.201.73,,66,Port: 56893 -> 443,
2025-06-15 20:01:49,tcp,17.248.201.73,192.168.4.174,,74,Port: 443 -> 56895,
2025-06-15 20:01:49,tcp,192.168.4.174,17.248.201.73,,66,Port: 56895 -> 443,
2025-06-15 20:01:49,tcp,192.168.4.174,17.248.201.73,,583,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,117,Port: 443 -> 56894,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,66,Port: 56894 -> 443,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,1514,Port: 56894 -> 443,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,206,Port: 56894 -> 443,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,445,Port: 56894 -> 443,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56895,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56895,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,66,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56895,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,1266,Port: 443 -> 56895,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,1175,Port: 443 -> 56895,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,66,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56894,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56894,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,159,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,117,Port: 443 -> 56895,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,66,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,1514,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,209,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,300,Port: 56895 -> 443,
2025-06-15 20:01:50,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56895,
2025-06-15 20:01:50,tcp,192.168.4.174,17.248.201.73,,300,Port: 56895 -> 443,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56895,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56894,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,444,Port: 443 -> 56894,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,66,Port: 56894 -> 443,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,78,Port: 443 -> 56895,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,97,Port: 56894 -> 443,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,66,Port: 56894 -> 443,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,78,Port: 56896 -> 443,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56894,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,66,Port: 56894 -> 443,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56894,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,933,Port: 443 -> 56895,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,66,Port: 56895 -> 443,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,97,Port: 56895 -> 443,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,66,Port: 56895 -> 443,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,74,Port: 443 -> 56896,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,66,Port: 56896 -> 443,
2025-06-15 20:01:51,tcp,192.168.4.174,17.248.201.73,,583,Port: 56896 -> 443,
2025-06-15 20:01:51,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56895,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56895,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56895,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,66,Port: 56895 -> 443,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56896,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56896,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56896,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,1266,Port: 443 -> 56896,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,1173,Port: 443 -> 56896,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,66,Port: 56896 -> 443,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,159,Port: 56896 -> 443,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,117,Port: 443 -> 56896,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,66,Port: 56896 -> 443,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,1514,Port: 56896 -> 443,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,209,Port: 56896 -> 443,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,290,Port: 56896 -> 443,
2025-06-15 20:01:52,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56896,
2025-06-15 20:01:52,tcp,192.168.4.174,17.248.201.73,,290,Port: 56896 -> 443,
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56896,
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,78,Port: 443 -> 56896,
2025-06-15 20:01:53,udp,142.250.217.170,192.168.4.174,,162,Port: 443 -> 51757,
2025-06-15 20:01:53,icmp,192.168.4.174,142.250.217.170,mia07s60-in-f10.1e100.net,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,946,Port: 443 -> 56896,
2025-06-15 20:01:53,tcp,192.168.4.174,17.248.201.73,,66,Port: 56896 -> 443,
2025-06-15 20:01:53,tcp,192.168.4.174,17.248.201.73,,97,Port: 56896 -> 443,
2025-06-15 20:01:53,tcp,192.168.4.174,17.248.201.73,,66,Port: 56896 -> 443,
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56896,
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56896,
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56896,
2025-06-15 20:01:53,tcp,192.168.4.174,17.248.201.73,,66,Port: 56896 -> 443,
2025-06-15 20:01:53,tcp,192.168.4.174,17.248.201.73,,78,Port: 56897 -> 443,
2025-06-15 20:01:53,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,1242,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,74,Port: 443 -> 56897,
2025-06-15 20:01:53,tcp,192.168.4.174,17.248.201.73,,66,Port: 56897 -> 443,
2025-06-15 20:01:53,tcp,192.168.4.174,17.248.201.73,,583,Port: 56897 -> 443,
2025-06-15 20:01:53,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 52713,
2025-06-15 20:01:53,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,1242,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:53,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,1242,Port: 51800 -> 443,Web Browsing
2025-06-15 20:01:53,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56897,
2025-06-15 20:01:54,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56897,
2025-06-15 20:01:54,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56897,
2025-06-15 20:01:54,tcp,17.248.201.73,192.168.4.174,,1266,Port: 443 -> 56897,
2025-06-15 20:01:54,tcp,17.248.201.73,192.168.4.174,,1024,Port: 443 -> 56897,
2025-06-15 20:01:54,tcp,192.168.4.174,17.248.201.73,,66,Port: 56897 -> 443,
2025-06-15 20:01:54,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 52713,
2025-06-15 20:01:54,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 52713,
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,81,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:54,tcp,192.168.4.174,17.248.201.73,,78,Port: 56898 -> 443,
2025-06-15 20:01:54,tcp,192.168.4.174,17.248.201.73,,159,Port: 56897 -> 443,
2025-06-15 20:01:54,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 52713,
2025-06-15 20:01:54,udp,142.250.64.234,192.168.4.174,,1156,Port: 443 -> 52713,
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,81,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,115,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,73,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:54,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 51800,
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,96,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,534,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,76,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:54,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,1242,Port: 51800 -> 443,Web Browsing
2025-06-15 20:01:55,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,859,Port: 52713 -> 443,Web Browsing
2025-06-15 20:01:55,tcp,192.168.4.174,17.248.201.73,,78,Port: 56899 -> 443,
2025-06-15 20:01:55,tcp,17.248.201.73,192.168.4.174,,74,Port: 443 -> 56898,
2025-06-15 20:01:55,tcp,192.168.4.174,17.248.201.73,,66,Port: 56898 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,17.248.201.73,,583,Port: 56898 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,17.248.201.73,,78,Port: 56900 -> 443,
2025-06-15 20:01:55,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 51800,
2025-06-15 20:01:55,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 51800,
2025-06-15 20:01:55,tcp,17.248.201.73,192.168.4.174,,117,Port: 443 -> 56897,
2025-06-15 20:01:55,udp,142.250.64.234,192.168.4.174,,1242,Port: 443 -> 51800,
2025-06-15 20:01:55,udp,192.168.4.174,142.250.64.234,mia07s57-in-f10.1e100.net,81,Port: 51800 -> 443,Web Browsing
2025-06-15 20:01:55,udp,142.250.64.234,192.168.4.174,,65,Port: 443 -> 52713,
2025-06-15 20:01:55,udp,192.168.4.174,192.168.254.254,gateway.home,87,Port: 56156 -> 53,
2025-06-15 20:01:55,udp,192.168.254.254,192.168.4.174,,126,Port: 53 -> 56156,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1119,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1494,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1494,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1494,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1494,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1494,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1494,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,1494,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,192,Port: 55152 -> 443,
2025-06-15 20:01:55,tcp,162.125.21.2,192.168.4.174,,66,Port: 443 -> 55152,
2025-06-15 20:01:55,tcp,162.125.21.2,192.168.4.174,,66,Port: 443 -> 55152,
2025-06-15 20:01:55,tcp,162.125.21.2,192.168.4.174,,66,Port: 443 -> 55152,
2025-06-15 20:01:55,tcp,162.125.21.2,192.168.4.174,,1316,Port: 443 -> 55152,
2025-06-15 20:01:55,tcp,192.168.4.174,162.125.21.2,,66,Port: 55152 -> 443,
2025-06-15 20:01:55,udp,17.253.13.93,192.168.4.174,,100,Port: 443 -> 59277,
2025-06-15 20:01:55,udp,17.253.13.93,192.168.4.174,,74,Port: 443 -> 59277,
2025-06-15 20:01:55,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:55,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:55,udp,17.253.13.93,192.168.4.174,,108,Port: 443 -> 59277,
2025-06-15 20:01:55,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:55,udp,17.253.13.93,192.168.4.174,,108,Port: 443 -> 59277,
2025-06-15 20:01:55,udp,17.253.13.93,192.168.4.174,,77,Port: 443 -> 59277,
2025-06-15 20:01:55,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,tcp,192.168.4.174,104.18.18.125,,463,Port: 53330 -> 443,
2025-06-15 20:01:56,tcp,192.168.4.174,104.18.18.125,,97,Port: 53330 -> 443,
2025-06-15 20:01:56,tcp,104.18.18.125,192.168.4.174,,66,Port: 443 -> 53330,
2025-06-15 20:01:56,tcp,104.18.18.125,192.168.4.174,,147,Port: 443 -> 53330,
2025-06-15 20:01:56,tcp,192.168.4.174,104.18.18.125,,66,Port: 53330 -> 443,
2025-06-15 20:01:56,udp,192.168.4.145,224.0.0.251,mdns.mcast.net,97,Port: 5353 -> 5353,Web Browsing
2025-06-15 20:01:56,udp,17.253.13.93,192.168.4.174,,108,Port: 443 -> 59277,
2025-06-15 20:01:56,udp,17.253.13.93,192.168.4.174,,77,Port: 443 -> 59277,
2025-06-15 20:01:56,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,tcp,192.168.4.174,52.14.255.202,ec2-52-14-255-202.us-east-2.compute.amazonaws.com,444,Port: 56843 -> 443,Web Browsing
2025-06-15 20:01:56,tcp,192.168.4.174,52.14.255.202,ec2-52-14-255-202.us-east-2.compute.amazonaws.com,98,Port: 56843 -> 443,Web Browsing
2025-06-15 20:01:56,tcp,52.14.255.202,192.168.4.174,,66,Port: 443 -> 56843,
2025-06-15 20:01:56,tcp,52.14.255.202,192.168.4.174,,66,Port: 443 -> 56843,
2025-06-15 20:01:56,tcp,52.14.255.202,192.168.4.174,,97,Port: 443 -> 56843,
2025-06-15 20:01:56,tcp,192.168.4.174,52.14.255.202,ec2-52-14-255-202.us-east-2.compute.amazonaws.com,66,Port: 56843 -> 443,Web Browsing
2025-06-15 20:01:56,udp,17.253.13.93,192.168.4.174,,108,Port: 443 -> 59277,
2025-06-15 20:01:56,udp,17.253.13.93,192.168.4.174,,77,Port: 443 -> 59277,
2025-06-15 20:01:56,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,udp,192.168.4.145,224.0.0.251,mdns.mcast.net,97,Port: 5353 -> 5353,Web Browsing
2025-06-15 20:01:56,udp,17.253.13.93,192.168.4.174,,108,Port: 443 -> 59277,
2025-06-15 20:01:56,udp,17.253.13.93,192.168.4.174,,77,Port: 443 -> 59277,
2025-06-15 20:01:56,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,icmp,192.168.4.174,17.253.13.93,usmia1-edge-get-008.a.aaplimg.com,70,ICMP Type: 3,Web Browsing
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,78,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,17.248.201.73,192.168.4.174,,74,Port: 443 -> 56905,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,66,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,583,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56905,
2025-06-15 20:01:56,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56905,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,66,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56905,
2025-06-15 20:01:56,tcp,17.248.201.73,192.168.4.174,,1266,Port: 443 -> 56905,
2025-06-15 20:01:56,tcp,17.248.201.73,192.168.4.174,,1023,Port: 443 -> 56905,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,66,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,159,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,17.248.201.73,192.168.4.174,,117,Port: 443 -> 56905,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,66,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,1333,Port: 56905 -> 443,
2025-06-15 20:01:56,tcp,192.168.4.174,17.248.201.73,,445,Port: 56905 -> 443,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56905,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56905,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,475,Port: 443 -> 56905,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,66,Port: 56905 -> 443,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,97,Port: 56905 -> 443,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,66,Port: 56905 -> 443,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56905,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,66,Port: 56905 -> 443,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56905,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,78,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,74,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,66,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,583,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,1514,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,1266,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,1023,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,66,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,159,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,117,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,66,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,1336,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,192.168.4.174,17.248.201.73,,299,Port: 56906 -> 443,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,66,Port: 443 -> 56906,
2025-06-15 20:01:57,tcp,17.248.201.73,192.168.4.174,,935,Port: 443 -> 56906,
